,name,pasture,year,month,sample_date,prec_in,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13793,NEW WELL,19,1957,4,NA,0.25,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13794,NEW WELL,19,1957,5,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13795,NEW WELL,19,1957,6,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13796,NEW WELL,19,1957,7,NA,1.61,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13797,NEW WELL,19,1957,8,NA,2.99,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13798,NEW WELL,19,1957,9,NA,1.16,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13799,NEW WELL,19,1957,10,NA,2.22,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13800,NEW WELL,19,1957,11,NA,0.69,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13801,NEW WELL,19,1957,12,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13802,NEW WELL,19,1958,1,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13803,NEW WELL,19,1958,2,NA,0.4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13804,NEW WELL,19,1958,3,NA,1.86,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13805,NEW WELL,19,1958,4,NA,0.42,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13806,NEW WELL,19,1958,5,NA,0.06,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13807,NEW WELL,19,1958,6,NA,1.9,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13808,NEW WELL,19,1958,7,NA,2.8,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13809,NEW WELL,19,1958,8,NA,0.99,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13810,NEW WELL,19,1958,9,NA,3.53,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13811,NEW WELL,19,1958,10,NA,2.22,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13812,NEW WELL,19,1958,11,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13813,NEW WELL,19,1958,12,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13814,NEW WELL,19,1959,1,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13815,NEW WELL,19,1959,2,NA,0.16,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13816,NEW WELL,19,1959,3,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13817,NEW WELL,19,1959,4,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13818,NEW WELL,19,1959,5,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13819,NEW WELL,19,1959,6,NA,0.23,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13820,NEW WELL,19,1959,7,NA,0.29,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13821,NEW WELL,19,1959,8,NA,3.8,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13822,NEW WELL,19,1959,9,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13823,NEW WELL,19,1959,10,NA,0.43,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13824,NEW WELL,19,1959,11,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13825,NEW WELL,19,1959,12,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13826,NEW WELL,19,1960,1,NA,0.62,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13827,NEW WELL,19,1960,2,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13828,NEW WELL,19,1960,3,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13829,NEW WELL,19,1960,4,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13830,NEW WELL,19,1960,5,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13831,NEW WELL,19,1960,6,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13832,NEW WELL,19,1960,7,NA,2.25,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13833,NEW WELL,19,1960,8,NA,0.27,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13834,NEW WELL,19,1960,9,NA,0.41,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13835,NEW WELL,19,1960,10,NA,0.58,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13836,NEW WELL,19,1960,11,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13837,NEW WELL,19,1960,12,NA,1.31,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13838,NEW WELL,19,1961,1,NA,0.63,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13839,NEW WELL,19,1961,2,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13840,NEW WELL,19,1961,3,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13841,NEW WELL,19,1961,4,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13842,NEW WELL,19,1961,5,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13843,NEW WELL,19,1961,6,NA,0.4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13844,NEW WELL,19,1961,7,NA,1.73,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13845,NEW WELL,19,1961,8,NA,1.15,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13846,NEW WELL,19,1961,9,NA,3.11,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13847,NEW WELL,19,1961,10,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13848,NEW WELL,19,1961,11,NA,1.43,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13849,NEW WELL,19,1961,12,NA,0.3,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13850,NEW WELL,19,1962,1,NA,0.1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13851,NEW WELL,19,1962,2,NA,0.4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13852,NEW WELL,19,1962,3,NA,0.1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13853,NEW WELL,19,1962,4,NA,0.56,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13854,NEW WELL,19,1962,5,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13855,NEW WELL,19,1962,6,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13856,NEW WELL,19,1962,7,NA,4.77,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13857,NEW WELL,19,1962,8,NA,0.97,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13858,NEW WELL,19,1962,9,NA,3.47,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13859,NEW WELL,19,1962,10,NA,1.83,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13860,NEW WELL,19,1962,11,NA,0.2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13861,NEW WELL,19,1962,12,NA,0.4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13862,NEW WELL,19,1963,1,NA,0.03,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13863,NEW WELL,19,1963,2,NA,0.42,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13864,NEW WELL,19,1963,3,NA,0.05,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13865,NEW WELL,19,1963,4,NA,0.12,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13866,NEW WELL,19,1963,5,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13867,NEW WELL,19,1963,6,NA,0.11,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13868,NEW WELL,19,1963,7,NA,0.89,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13869,NEW WELL,19,1963,8,NA,1.81,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13870,NEW WELL,19,1963,9,NA,3.09,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13871,NEW WELL,19,1963,10,NA,0.99,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13872,NEW WELL,19,1963,11,NA,0.56,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13873,NEW WELL,19,1963,12,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13874,NEW WELL,19,1964,1,NA,0.03,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13875,NEW WELL,19,1964,2,NA,0.17,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13876,NEW WELL,19,1964,3,NA,0.6,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13877,NEW WELL,19,1964,4,NA,0.17,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13878,NEW WELL,19,1964,5,NA,0.34,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13879,NEW WELL,19,1964,6,NA,0.02,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13880,NEW WELL,19,1964,7,NA,2.87,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13881,NEW WELL,19,1964,8,NA,0.67,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13882,NEW WELL,19,1964,9,NA,1.48,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13883,NEW WELL,19,1964,10,NA,0.03,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13884,NEW WELL,19,1964,11,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13885,NEW WELL,19,1964,12,NA,0.21,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13886,NEW WELL,19,1965,1,NA,1.05,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13887,NEW WELL,19,1965,2,NA,0.72,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13888,NEW WELL,19,1965,3,NA,0.53,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13889,NEW WELL,19,1965,4,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13890,NEW WELL,19,1965,5,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13891,NEW WELL,19,1965,6,NA,0.58,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13892,NEW WELL,19,1965,7,NA,1.71,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13893,NEW WELL,19,1965,8,NA,1.21,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13894,NEW WELL,19,1965,9,NA,1.14,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13895,NEW WELL,19,1965,10,NA,0.71,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13896,NEW WELL,19,1965,11,NA,0.11,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13897,NEW WELL,19,1965,12,NA,1.71,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13898,NEW WELL,19,1966,1,NA,0.55,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13899,NEW WELL,19,1966,2,NA,0.2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13900,NEW WELL,19,1966,3,NA,0.83,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13901,NEW WELL,19,1966,4,NA,0.49,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13902,NEW WELL,19,1966,5,NA,0.11,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13903,NEW WELL,19,1966,6,NA,1.21,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13904,NEW WELL,19,1966,7,NA,2.53,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13905,NEW WELL,19,1966,8,NA,2.97,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13906,NEW WELL,19,1966,9,NA,1.53,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13907,NEW WELL,19,1966,10,NA,1.17,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13908,NEW WELL,19,1966,11,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13909,NEW WELL,19,1966,12,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13910,NEW WELL,19,1967,1,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13911,NEW WELL,19,1967,2,NA,0.79,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13912,NEW WELL,19,1967,3,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13913,NEW WELL,19,1967,4,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13914,NEW WELL,19,1967,5,NA,0.37,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13915,NEW WELL,19,1967,6,NA,2.19,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13916,NEW WELL,19,1967,7,NA,0.8,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13917,NEW WELL,19,1967,8,NA,2.64,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13918,NEW WELL,19,1967,9,NA,3.23,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13919,NEW WELL,19,1967,10,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13920,NEW WELL,19,1967,11,NA,0.65,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13921,NEW WELL,19,1967,12,NA,0.55,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13922,NEW WELL,19,1968,1,NA,0.68,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13923,NEW WELL,19,1968,2,NA,0.8,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13924,NEW WELL,19,1968,3,NA,1.42,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13925,NEW WELL,19,1968,4,NA,0.34,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13926,NEW WELL,19,1968,5,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13927,NEW WELL,19,1968,6,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13928,NEW WELL,19,1968,7,NA,2.63,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13929,NEW WELL,19,1968,8,NA,2.6,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13930,NEW WELL,19,1968,9,NA,1.36,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13931,NEW WELL,19,1968,10,NA,0.24,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13932,NEW WELL,19,1968,11,NA,1.1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13933,NEW WELL,19,1968,12,NA,0.32,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13934,NEW WELL,19,1969,1,NA,0.46,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13935,NEW WELL,19,1969,2,NA,0.28,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13936,NEW WELL,19,1969,3,NA,0.06,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13937,NEW WELL,19,1969,4,NA,0.22,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13938,NEW WELL,19,1969,5,NA,0.68,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13939,NEW WELL,19,1969,6,NA,0.22,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13940,NEW WELL,19,1969,7,NA,2.23,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13941,NEW WELL,19,1969,8,NA,2.62,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13942,NEW WELL,19,1969,9,NA,0.42,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13943,NEW WELL,19,1969,10,NA,1.63,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13944,NEW WELL,19,1969,11,NA,0.1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13945,NEW WELL,19,1969,12,NA,1.94,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13946,NEW WELL,19,1970,1,NA,0.02,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13947,NEW WELL,19,1970,2,NA,0.68,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13948,NEW WELL,19,1970,3,NA,0.58,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13949,NEW WELL,19,1970,4,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13950,NEW WELL,19,1970,5,NA,0.03,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13951,NEW WELL,19,1970,6,NA,0.25,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13952,NEW WELL,19,1970,7,NA,4.59,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13953,NEW WELL,19,1970,8,NA,2.1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13954,NEW WELL,19,1970,9,NA,0.51,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13955,NEW WELL,19,1970,10,NA,0.94,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13956,NEW WELL,19,1970,11,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13957,NEW WELL,19,1970,12,NA,0.29,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13958,NEW WELL,19,1971,1,NA,0.08,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13959,NEW WELL,19,1971,2,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13960,NEW WELL,19,1971,3,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13961,NEW WELL,19,1971,4,NA,0.43,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13962,NEW WELL,19,1971,5,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13963,NEW WELL,19,1971,6,NA,0.64,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13964,NEW WELL,19,1971,7,NA,3.11,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13965,NEW WELL,19,1971,8,NA,1.66,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13966,NEW WELL,19,1971,9,NA,1.77,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13967,NEW WELL,19,1971,10,NA,2.64,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13968,NEW WELL,19,1971,11,NA,0.92,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13969,NEW WELL,19,1971,12,NA,1.61,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13970,NEW WELL,19,1972,1,NA,0.67,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13971,NEW WELL,19,1972,2,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13972,NEW WELL,19,1972,3,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13973,NEW WELL,19,1972,4,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13974,NEW WELL,19,1972,5,NA,1.15,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13975,NEW WELL,19,1972,6,NA,2.37,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13976,NEW WELL,19,1972,7,NA,0.62,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13977,NEW WELL,19,1972,8,NA,4.05,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13978,NEW WELL,19,1972,9,NA,0.87,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13979,NEW WELL,19,1972,10,NA,3.43,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13980,NEW WELL,19,1972,11,NA,0.85,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981,NEW WELL,19,1972,12,NA,0.73,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13982,NEW WELL,19,1973,1,NA,1.72,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13983,NEW WELL,19,1973,2,NA,1.39,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13984,NEW WELL,19,1973,3,NA,1.06,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13985,NEW WELL,19,1973,4,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13986,NEW WELL,19,1973,5,NA,0.18,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13987,NEW WELL,19,1973,6,NA,0.72,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13988,NEW WELL,19,1973,7,NA,5.01,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13989,NEW WELL,19,1973,8,NA,0.97,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13990,NEW WELL,19,1973,9,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13991,NEW WELL,19,1973,10,NA,0.1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13992,NEW WELL,19,1973,11,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13993,NEW WELL,19,1973,12,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13994,NEW WELL,19,1974,1,NA,1.22,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13995,NEW WELL,19,1974,2,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13996,NEW WELL,19,1974,3,NA,0.09,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13997,NEW WELL,19,1974,4,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13998,NEW WELL,19,1974,5,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
